accession_number,cik,company_name,sector,stratum,form,filing_date,section_type,source_document,verdict,n_toc_entries,n_matching,n_resolvable,shipped_span_is_none,best_source,best_words,best_end_ran_to_eof,rec_words,rec_guarded_words,rec_end_at_eof,end_guard_shortened_span,fb_words,fb_end_at_eof,doc_words,head_char_offset,head_opens_on_item1a,clears_word_floor_15,clears_char_gate_30,guarded_span_still_ends_at_eof,band_p4_0.5-2x_median,band_bimodal_recalibrated,defensible_span,best_head
0001104659-17-065144,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2017-11-01,RISK_FACTORS,a17-21413_110q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,21540,,False,False,,,,,False,
0001104659-18-006059,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2018-02-02,RISK_FACTORS,a17-27582_110q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,25559,,False,False,,,,,False,
0001104659-18-029710,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2018-05-02,RISK_FACTORS,a18-8697_110q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,26612,,False,False,,,,,False,
0001104659-18-065017,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2018-10-31,RISK_FACTORS,a18-30065_110q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,24888,,False,False,,,,,False,
0001104659-19-005765,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2019-02-05,RISK_FACTORS,a18-41566_110q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,29178,,False,False,,,,,False,
0001104659-19-025836,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2019-05-01,RISK_FACTORS,a19-7309_110q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,30941,,False,False,,,,,False,
0001104659-19-058209,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2019-10-31,RISK_FACTORS,el-20190930x10q815441.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,21589,,False,False,,,,,False,
0001104659-20-011857,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2020-02-06,RISK_FACTORS,el-20191231x10qd9aa32.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,29355,,False,False,,,,,False,
0001001250-20-000033,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2020-05-01,RISK_FACTORS,el-20200331.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,33880,,False,False,,,,,False,
0001001250-20-000107,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2020-11-02,RISK_FACTORS,el-20200930.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,23129,,False,False,,,,,False,
0001001250-21-000010,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2021-02-05,RISK_FACTORS,el-20201231.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,29431,,False,False,,,,,False,
0001001250-21-000062,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2021-05-03,RISK_FACTORS,el-20210331.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,33545,,False,False,,,,,False,
0001001250-21-000174,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2021-11-02,RISK_FACTORS,el-20210930.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,24647,,False,False,,,,,False,
0001001250-22-000006,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2022-02-03,RISK_FACTORS,el-20211231.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,30152,,False,False,,,,,False,
0001001250-22-000055,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2022-05-03,RISK_FACTORS,el-20220331.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,32917,,False,False,,,,,False,
0001001250-22-000182,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2022-11-02,RISK_FACTORS,el-20220930.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,23770,,False,False,,,,,False,
0001001250-23-000010,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2023-02-02,RISK_FACTORS,el-20221231.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,30238,,False,False,,,,,False,
0001001250-23-000054,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2023-05-03,RISK_FACTORS,el-20230331.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,33577,,False,False,,,,,False,
0001001250-23-000177,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2023-11-01,RISK_FACTORS,el-20230930.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,22909,,False,False,,,,,False,
0001001250-24-000007,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2024-02-05,RISK_FACTORS,el-20231231.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,31725,,False,False,,,,,False,
0001001250-24-000049,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2024-05-01,RISK_FACTORS,el-20240331.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,34220,,False,False,,,,,False,
0001001250-24-000177,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2024-10-31,RISK_FACTORS,el-20240930.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,26658,,False,False,,,,,False,
0001001250-25-000011,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2025-02-04,RISK_FACTORS,el-20241231.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,33266,,False,False,,,,,False,
0001001250-25-000060,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2025-05-01,RISK_FACTORS,el-20250331.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,34396,,False,False,,,,,False,
0001001250-25-000109,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2025-10-30,RISK_FACTORS,el-20250930.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,25543,,False,False,,,,,False,
0001001250-26-000006,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2026-02-05,RISK_FACTORS,el-20251231.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,31822,,False,False,,,,,False,
0001001250-26-000019,1001250,ESTEE LAUDER COMPANIES INC,consumer,core,10-Q,2026-05-01,RISK_FACTORS,el-20260331.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,32122,,False,False,,,,,False,
0000034088-23-000030,34088,EXXON MOBIL CORP,energy,core,10-Q,2023-05-02,RISK_FACTORS,xom-20230331.htm,R1_genuinely_absent_from_toc,6,0,0,True,none,,,,,,,552.0,0.0,9435,,False,False,,,,,False,
0000034088-23-000048,34088,EXXON MOBIL CORP,energy,core,10-Q,2023-08-01,RISK_FACTORS,xom-20230630.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,362.0,0.0,12000,,False,False,,,,,False,
0000034088-23-000056,34088,EXXON MOBIL CORP,energy,core,10-Q,2023-10-31,RISK_FACTORS,xom-20230930.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,723.0,0.0,13554,,False,False,,,,,False,
0000034088-24-000029,34088,EXXON MOBIL CORP,energy,core,10-Q,2024-04-29,RISK_FACTORS,xom-20240331.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,990.0,0.0,10858,,False,False,,,,,False,
0000034088-24-000050,34088,EXXON MOBIL CORP,energy,core,10-Q,2024-08-05,RISK_FACTORS,xom-20240630.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,1018.0,0.0,13632,,False,False,,,,,False,
0000034088-24-000068,34088,EXXON MOBIL CORP,energy,core,10-Q,2024-11-04,RISK_FACTORS,xom-20240930.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,953.0,0.0,13715,,False,False,,,,,False,
0000034088-25-000024,34088,EXXON MOBIL CORP,energy,core,10-Q,2025-05-05,RISK_FACTORS,xom-20250331.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,749.0,0.0,12127,,False,False,,,,,False,
0000034088-25-000042,34088,EXXON MOBIL CORP,energy,core,10-Q,2025-08-04,RISK_FACTORS,xom-20250630.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,689.0,0.0,14973,,False,False,,,,,False,
0000034088-25-000061,34088,EXXON MOBIL CORP,energy,core,10-Q,2025-11-03,RISK_FACTORS,xom-20250930.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,587.0,0.0,15037,,False,False,,,,,False,
0000034088-26-000067,34088,EXXON MOBIL CORP,energy,core,10-Q,2026-05-04,RISK_FACTORS,xom-20260331.htm,R1_genuinely_absent_from_toc,16,0,0,True,none,,,,,,,4169.0,0.0,11026,,False,False,,,,,False,
0000034088-26-000093,34088,EXXON MOBIL CORP,energy,core,10-Q,2026-08-03,RISK_FACTORS,xom-20260630.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,5151.0,0.0,14157,,False,False,,,,,False,
0001532063-15-000010,1532063,Express Scripts Holding Co.,consumer,core,10-Q,2015-07-28,RISK_FACTORS,esrx-06302015x10q.htm,R1_genuinely_absent_from_toc,28,0,0,True,none,,,,,,,,,18147,,False,False,,,,,False,
0001532063-15-000013,1532063,Express Scripts Holding Co.,consumer,core,10-Q,2015-10-27,RISK_FACTORS,esrx-09302015x10q.htm,R1_genuinely_absent_from_toc,28,0,0,True,none,,,,,,,,,17683,,False,False,,,,,False,
0001532063-16-000020,1532063,Express Scripts Holding Co.,consumer,core,10-Q,2016-04-25,RISK_FACTORS,esrx-03312016x10q.htm,R1_genuinely_absent_from_toc,28,0,0,True,none,,,,,,,,,17327,,False,False,,,,,False,
0001532063-16-000023,1532063,Express Scripts Holding Co.,consumer,core,10-Q,2016-07-25,RISK_FACTORS,esrx-06302016x10q.htm,R1_genuinely_absent_from_toc,28,0,0,True,none,,,,,,,,,23190,,False,False,,,,,False,
0001532063-16-000026,1532063,Express Scripts Holding Co.,consumer,core,10-Q,2016-10-25,RISK_FACTORS,esrx-09302016x10q.htm,R1_genuinely_absent_from_toc,28,0,0,True,none,,,,,,,,,22788,,False,False,,,,,False,
0001193125-15-270747,798354,FISERV INC,financials,core,10-Q,2015-07-30,RISK_FACTORS,d940903d10q.htm,R1_genuinely_absent_from_toc,8,0,0,True,none,,,,,,,,,9924,,False,False,,,,,False,
0001628280-15-007937,798354,FISERV INC,financials,core,10-Q,2015-10-28,RISK_FACTORS,fisv0930201510-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,10365,,False,False,,,,,False,
0000798354-16-000008,798354,FISERV INC,financials,core,10-Q,2016-05-06,RISK_FACTORS,fisv0331201610-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,8873,,False,False,,,,,False,
0000798354-16-000017,798354,FISERV INC,financials,core,10-Q,2016-08-03,RISK_FACTORS,fisv0630201610-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,9970,,False,False,,,,,False,
0000798354-16-000022,798354,FISERV INC,financials,core,10-Q,2016-10-27,RISK_FACTORS,fisv0930201610-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,10382,,False,False,,,,,False,
0000798354-17-000011,798354,FISERV INC,financials,core,10-Q,2017-04-27,RISK_FACTORS,fisv0331201710-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,9835,,False,False,,,,,False,
0000798354-17-000019,798354,FISERV INC,financials,core,10-Q,2017-08-02,RISK_FACTORS,fisv0630201710-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,11686,,False,False,,,,,False,
0000798354-17-000023,798354,FISERV INC,financials,core,10-Q,2017-11-01,RISK_FACTORS,fisv0930201710-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,12305,,False,False,,,,,False,
0000798354-18-000009,798354,FISERV INC,financials,core,10-Q,2018-05-02,RISK_FACTORS,fisv0331201810-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,15496,,False,False,,,,,False,
0000798354-18-000017,798354,FISERV INC,financials,core,10-Q,2018-08-01,RISK_FACTORS,fisv0630201810-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,17812,,False,False,,,,,False,
0000798354-18-000021,798354,FISERV INC,financials,core,10-Q,2018-11-01,RISK_FACTORS,fisv0930201810-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,19657,,False,False,,,,,False,
0000798354-19-000009,798354,FISERV INC,financials,core,10-Q,2019-05-01,RISK_FACTORS,fisv0331201910-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,15598,,False,False,,,,,False,
0000798354-19-000019,798354,FISERV INC,financials,core,10-Q,2019-07-26,RISK_FACTORS,fisv0630201910-q.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,18818,,False,False,,,,,False,
0000798354-21-000008,798354,FISERV INC,financials,core,10-Q,2021-04-28,RISK_FACTORS,fisv-20210331.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,21830,,False,False,,,,,False,
0000798354-21-000014,798354,FISERV INC,financials,core,10-Q,2021-07-28,RISK_FACTORS,fisv-20210630.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,25670,,False,False,,,,,False,
0000798354-21-000018,798354,FISERV INC,financials,core,10-Q,2021-10-28,RISK_FACTORS,fisv-20210930.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,26488,,False,False,,,,,False,
0000798354-22-000009,798354,FISERV INC,financials,core,10-Q,2022-04-28,RISK_FACTORS,fisv-20220331.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,20180,,False,False,,,,,False,
0000798354-22-000015,798354,FISERV INC,financials,core,10-Q,2022-07-27,RISK_FACTORS,fisv-20220630.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,24477,,False,False,,,,,False,
0000798354-22-000019,798354,FISERV INC,financials,core,10-Q,2022-10-28,RISK_FACTORS,fisv-20220930.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,25440,,False,False,,,,,False,
0000798354-23-000008,798354,FISERV INC,financials,core,10-Q,2023-04-26,RISK_FACTORS,fisv-20230331.htm,R1_genuinely_absent_from_toc,15,0,0,True,none,,,,,,,,,20865,,False,False,,,,,False,
0000798354-23-000014,798354,FISERV INC,financials,core,10-Q,2023-07-27,RISK_FACTORS,fisv-20230630.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,24265,,False,False,,,,,False,
0000798354-23-000018,798354,FISERV INC,financials,core,10-Q,2023-10-25,RISK_FACTORS,fisv-20230930.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,,,25789,,False,False,,,,,False,
0000798354-24-000100,798354,FISERV INC,financials,core,10-Q,2024-04-24,RISK_FACTORS,fisv-20240331.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,20892,,False,False,,,,,False,
0000798354-24-000156,798354,FISERV INC,financials,core,10-Q,2024-07-25,RISK_FACTORS,fisv-20240630.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,23030,,False,False,,,,,False,
0000798354-24-000190,798354,FISERV INC,financials,core,10-Q,2024-10-23,RISK_FACTORS,fisv-20240930.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,24576,,False,False,,,,,False,
0000798354-25-000104,798354,FISERV INC,financials,core,10-Q,2025-04-25,RISK_FACTORS,fisv-20250331.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,21452,,False,False,,,,,False,
0000798354-25-000163,798354,FISERV INC,financials,core,10-Q,2025-07-24,RISK_FACTORS,fisv-20250630.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,25605,,False,False,,,,,False,
0000798354-25-000171,798354,FISERV INC,financials,core,10-Q,2025-10-30,RISK_FACTORS,fisv-20250930.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,27421,,False,False,,,,,False,
0000798354-26-000018,798354,FISERV INC,financials,core,10-Q,2026-05-06,RISK_FACTORS,fisv-20260331.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,24921,,False,False,,,,,False,
0000798354-26-000031,798354,FISERV INC,financials,core,10-Q,2026-08-07,RISK_FACTORS,fisv-20260630.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,29320,,False,False,,,,,False,
0000037996-15-000064,37996,FORD MOTOR CO,consumer,core,10-Q,2015-10-27,RISK_FACTORS,f0930201510-q.htm,R1_genuinely_absent_from_toc,11,0,0,True,none,,,,,,,783.0,0.0,22643,,False,False,,,,,False,
0000037996-16-000107,37996,FORD MOTOR CO,consumer,core,10-Q,2016-04-28,RISK_FACTORS,f0331201610-q.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,963.0,0.0,19230,,False,False,,,,,False,
0000037996-16-000158,37996,FORD MOTOR CO,consumer,core,10-Q,2016-10-27,RISK_FACTORS,f0930201610-q.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,1018.0,0.0,21177,,False,False,,,,,False,
0000037996-17-000036,37996,FORD MOTOR CO,consumer,core,10-Q,2017-04-27,RISK_FACTORS,f0331201710-q.htm,R1_genuinely_absent_from_toc,8,0,0,True,none,,,,,,,908.0,0.0,22590,,False,False,,,,,False,
0000037996-17-000068,37996,FORD MOTOR CO,consumer,core,10-Q,2017-07-26,RISK_FACTORS,f0630201710-q.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,921.0,0.0,24405,,False,False,,,,,False,
0000037996-17-000092,37996,FORD MOTOR CO,consumer,core,10-Q,2017-10-26,RISK_FACTORS,f0930201710-q.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,1027.0,0.0,24591,,False,False,,,,,False,
0000037996-18-000036,37996,FORD MOTOR CO,consumer,core,10-Q,2018-04-26,RISK_FACTORS,f0331201810-q.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,836.0,0.0,21944,,False,False,,,,,False,
0000037996-18-000084,37996,FORD MOTOR CO,consumer,core,10-Q,2018-10-25,RISK_FACTORS,f0930201810-q.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,926.0,0.0,22505,,False,False,,,,,False,
0000037996-19-000026,37996,FORD MOTOR CO,consumer,core,10-Q,2019-04-26,RISK_FACTORS,f0331201910-q.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,1212.0,0.0,22912,,False,False,,,,,False,
0000037996-19-000067,37996,FORD MOTOR CO,consumer,core,10-Q,2019-07-25,RISK_FACTORS,f0630201910-q.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,1359.0,0.0,24808,,False,False,,,,,False,
0000037996-21-000026,37996,FORD MOTOR CO,consumer,core,10-Q,2021-04-29,RISK_FACTORS,f-20210331.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,4135.0,0.0,29502,,False,False,,,,,False,
0000037996-21-000058,37996,FORD MOTOR CO,consumer,core,10-Q,2021-07-29,RISK_FACTORS,f-20210630.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,4625.0,0.0,31799,,False,False,,,,,False,
0000037996-21-000086,37996,FORD MOTOR CO,consumer,core,10-Q,2021-10-28,RISK_FACTORS,f-20210930.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,4518.0,0.0,32423,,False,False,,,,,False,
0000037996-22-000024,37996,FORD MOTOR CO,consumer,core,10-Q,2022-04-28,RISK_FACTORS,f-20220331.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,3559.0,0.0,27998,,False,False,,,,,False,
0000037996-22-000048,37996,FORD MOTOR CO,consumer,core,10-Q,2022-07-28,RISK_FACTORS,f-20220630.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,3734.0,0.0,30902,,False,False,,,,,False,
0000037996-22-000073,37996,FORD MOTOR CO,consumer,core,10-Q,2022-10-27,RISK_FACTORS,f-20220930.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,4208.0,0.0,32549,,False,False,,,,,False,
0000037996-23-000029,37996,FORD MOTOR CO,consumer,core,10-Q,2023-05-03,RISK_FACTORS,f-20230331.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,3659.0,0.0,27945,,False,False,,,,,False,
0000037996-23-000050,37996,FORD MOTOR CO,consumer,core,10-Q,2023-07-28,RISK_FACTORS,f-20230630.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,3915.0,0.0,30612,,False,False,,,,,False,
0000037996-23-000068,37996,FORD MOTOR CO,consumer,core,10-Q,2023-10-27,RISK_FACTORS,f-20230930.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,4083.0,0.0,31720,,False,False,,,,,False,
0000037996-24-000075,37996,FORD MOTOR CO,consumer,core,10-Q,2024-04-25,RISK_FACTORS,f-20240331.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,3708.0,0.0,27188,,False,False,,,,,False,
0000037996-24-000144,37996,FORD MOTOR CO,consumer,core,10-Q,2024-07-25,RISK_FACTORS,f-20240630.htm,R1_genuinely_absent_from_toc,11,0,0,True,none,,,,,,,3767.0,0.0,29563,,False,False,,,,,False,
0000037996-24-000185,37996,FORD MOTOR CO,consumer,core,10-Q,2024-10-29,RISK_FACTORS,f-20240930.htm,R1_genuinely_absent_from_toc,11,0,0,True,none,,,,,,,3790.0,0.0,30010,,False,False,,,,,False,
0000037996-25-000147,37996,FORD MOTOR CO,consumer,core,10-Q,2025-07-31,RISK_FACTORS,f-20250630.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,3812.0,0.0,30775,,False,False,,,,,False,
0000037996-25-000186,37996,FORD MOTOR CO,consumer,core,10-Q,2025-10-24,RISK_FACTORS,f-20250930.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,4228.0,0.0,32024,,False,False,,,,,False,
0000037996-26-000086,37996,FORD MOTOR CO,consumer,core,10-Q,2026-04-30,RISK_FACTORS,f-20260331.htm,R1_genuinely_absent_from_toc,11,0,0,True,none,,,,,,,3394.0,0.0,27807,,False,False,,,,,False,
0000037996-26-000156,37996,FORD MOTOR CO,consumer,core,10-Q,2026-07-29,RISK_FACTORS,f-20260630.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,3924.0,0.0,30673,,False,False,,,,,False,
0001996810-24-000008,1996810,GE Vernova Inc.,industrials,extension,10-Q,2024-04-30,RISK_FACTORS,gev-20240331.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,,,23524,,False,False,,,,,False,
0001996810-24-000067,1996810,GE Vernova Inc.,industrials,extension,10-Q,2024-07-24,RISK_FACTORS,gev-20240630.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,,,28291,,False,False,,,,,False,
0001996810-24-000083,1996810,GE Vernova Inc.,industrials,extension,10-Q,2024-10-23,RISK_FACTORS,gev-20240930.htm,R1_genuinely_absent_from_toc,9,0,0,True,none,,,,,,,,,28519,,False,False,,,,,False,
0001123360-15-000037,1123360,GLOBAL PAYMENTS INC,financials,core,10-Q,2015-10-07,RISK_FACTORS,gpn20150831-10q.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,14796,,False,False,,,,,False,
0001123360-19-000016,1123360,GLOBAL PAYMENTS INC,financials,core,10-Q,2019-05-02,RISK_FACTORS,gpn20190331-10q.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,14038,,False,False,,,,,False,
0001123360-21-000018,1123360,GLOBAL PAYMENTS INC,financials,core,10-Q,2021-05-04,RISK_FACTORS,gpn-20210331.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,13977,,False,False,,,,,False,
0001123360-21-000026,1123360,GLOBAL PAYMENTS INC,financials,core,10-Q,2021-08-02,RISK_FACTORS,gpn-20210630.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,16686,,False,False,,,,,False,
0001123360-21-000032,1123360,GLOBAL PAYMENTS INC,financials,core,10-Q,2021-11-02,RISK_FACTORS,gpn-20210930.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,17535,,False,False,,,,,False,
0001193125-15-273233,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2015-08-03,RISK_FACTORS,d934020d10q.htm,R1_genuinely_absent_from_toc,14,0,0,True,none,,,,,,,,,105203,,False,False,,,,,False,
0001193125-15-362853,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2015-11-03,RISK_FACTORS,d22013d10q.htm,R1_genuinely_absent_from_toc,14,0,0,True,none,,,,,,,,,105283,,False,False,,,,,False,
0001193125-16-580382,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2016-05-06,RISK_FACTORS,d137661d10q.htm,R1_genuinely_absent_from_toc,14,0,0,True,none,,,,,,,,,96666,,False,False,,,,,False,
0001193125-16-670394,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2016-08-04,RISK_FACTORS,d220861d10q.htm,R1_genuinely_absent_from_toc,14,0,0,True,none,,,,,,,,,105191,,False,False,,,,,False,
0001193125-16-757421,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2016-11-03,RISK_FACTORS,d249880d10q.htm,R1_genuinely_absent_from_toc,14,0,0,True,none,,,,,,,,,105461,,False,False,,,,,False,
0001193125-17-156659,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2017-05-04,RISK_FACTORS,d369549d10q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,95880,,False,False,,,,,False,
0001193125-17-247803,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2017-08-04,RISK_FACTORS,d416122d10q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,102833,,False,False,,,,,False,
0001193125-17-331475,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2017-11-03,RISK_FACTORS,d464365d10q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,103196,,False,False,,,,,False,
0001193125-18-151188,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2018-05-04,RISK_FACTORS,d535211d10q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,94079,,False,False,,,,,False,
0001193125-18-236920,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2018-08-03,RISK_FACTORS,d352886d10q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,100722,,False,False,,,,,False,
0001193125-18-317325,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2018-11-02,RISK_FACTORS,d631824d10q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,100917,,False,False,,,,,False,
0001193125-19-137184,886982,GOLDMAN SACHS GROUP INC,financials,core,10-Q,2019-05-06,RISK_FACTORS,d729034d10q.htm,R1_genuinely_absent_from_toc,7,0,0,True,none,,,,,,,,,94174,,False,False,,,,,False,
