recon_date,cik,name,sector,stratum,float_usd,float_instant,float_accn,shares_outstanding,shares_source,implied_price_usd,zero_float_instant,zero_float_filed,flags,float_to_assets,scale_verdict
2018-07-01,93410,CHEVRON CORP,energy,core,197705630543.0,2017-06-30,0000093410-18-000010,1910253256.0,same_accn@2018-02-12,103.49707816071901,,,,,
2018-07-01,97476,TEXAS INSTRUMENTS INC,tech,core,76179967734.0,2017-06-30,0001564590-18-002832,983787502.0,same_accn@2018-02-20,77.43538882037963,,,,,
2018-07-01,97745,THERMO FISHER SCIENTIFIC INC.,industrials,extension,67969182000.0,2017-06-30,0000097745-18-000006,401784066.0,same_accn@2018-02-03,169.16843586325794,,,,,
2018-07-01,100885,UNION PACIFIC CORP,industrials,extension,87300000000.0,2017-06-30,0000100885-18-000048,779305276.0,same_accn@2018-02-02,112.02285251819596,,,,,
2018-07-01,101829,RTX Corp,industrials,extension,97490067627.0,2017-06-30,0000101829-18-000009,800059478.0,same_accn@2018-03-31,121.85352502879792,,,,,
2018-07-01,104169,Walmart Inc.,consumer,core,114770199895.0,2017-07-31,0000104169-18-000028,2950696818.0,same_accn@2018-03-28,38.89596491068572,,,,,
2018-07-01,107263,"WILLIAMS COMPANIES, INC.",energy,core,24993673967.0,2017-06-30,0000107263-18-000006,827327336.0,same_accn@2018-02-19,30.210139178817126,,,,,
2018-07-01,200406,JOHNSON & JOHNSON,healthcare,core,332000000000.0,2017-07-02,0000200406-18-000005,2682901553.0,same_accn@2018-02-16,123.74662038148963,,,,,
2018-07-01,310158,"Merck & Co., Inc.",healthcare,core,174700000000.0,2017-06-30,0000310158-18-000005,2696190502.0,same_accn@2018-01-31,64.79512477712898,,,,,
2018-07-01,310764,STRYKER CORP,healthcare,core,48322392325.0,2017-06-30,0000310764-18-000031,374642060.0,same_accn@2018-01-31,128.9828278357214,,,,,
2018-07-01,313616,DANAHER CORP /DE/,industrials,extension,51700000000.0,2017-06-30,0000313616-18-000038,697569470.0,same_accn@2018-02-08,74.11448210312301,,,,,
2018-07-01,316709,SCHWAB CHARLES CORP,financials,core,51200000000.0,2017-06-30,0000316709-18-000009,1346473499.0,same_accn@2018-01-31,38.025256373798115,,,,,
2018-07-01,318154,AMGEN INC,healthcare,core,125649811435.0,2017-06-30,0000318154-18-000004,720562246.0,same_accn@2018-02-09,174.37745612195175,,,,,
2018-07-01,320187,"NIKE, Inc.",consumer,core,69943500503.0,2016-11-30,0000320187-17-000090,,no_fact_within_400d,,,,,,
2018-07-01,320193,Apple Inc.,tech,core,747509000000.0,2017-03-31,0000320193-17-000070,5134312000.0,same_accn@2017-10-20,145.59087955698837,,,,,
2018-07-01,354950,"HOME DEPOT, INC.",consumer,core,176500000000.0,2017-07-30,0000354950-18-000019,1157269522.0,same_accn@2018-03-02,152.51416946933128,,,,,
2018-07-01,712515,ELECTRONIC ARTS INC.,tech,core,35692000000.0,2017-09-30,0000712515-18-000024,306832936.0,same_accn@2018-05-21,116.32388773283452,,,,,
2018-07-01,713676,"PNC FINANCIAL SERVICES GROUP, INC.",financials,core,59800000000.0,2017-06-30,0000713676-18-000032,471590384.0,same_accn@2018-02-09,126.80496046755695,,,,,
2018-07-01,715957,"DOMINION ENERGY, INC",utilities,extension,48100000000.0,2017-06-30,0001193125-18-059578,651524668.0,same_accn@2018-02-15,73.82682861057842,,,,,
2018-07-01,718877,"Activision Blizzard, Inc.",tech,core,42587342045.0,2017-06-30,0001047469-18-001114,758631663.0,same_accn@2018-02-20,56.137047953665494,,,,,
2018-07-01,731766,UNITEDHEALTH GROUP INC,healthcare,core,177882211144.0,2017-06-30,0000731766-18-000005,967662919.0,same_accn@2018-01-31,183.8266276936876,,,,,
2018-07-01,732712,VERIZON COMMUNICATIONS INC,utilities,extension,182142289318.0,2017-06-30,0000732712-18-000009,4079486153.0,same_accn@2018-01-31,44.6483411113076,,,,,
2018-07-01,732717,AT&T INC.,utilities,extension,232000000000.0,2017-06-30,0000732717-18-000009,6142000000.0,same_accn@2018-02-09,37.77271247150765,,,,,
2018-07-01,753308,NEXTERA ENERGY INC,utilities,extension,65589650954.0,2017-06-30,0000753308-18-000013,470793941.0,same_accn@2018-01-31,139.31710933807452,,,,,
2018-07-01,764180,"ALTRIA GROUP, INC.",consumer,core,143000000000.0,2017-06-30,0000764180-18-000028,1900449362.0,same_accn@2018-02-13,75.24536189141566,,,,,
2018-07-01,766704,WELLTOWER INC.,materials_realestate,extension,27562002967.0,2017-06-30,0000766704-18-000030,,no_concept,,,,,,
2018-07-01,773840,HONEYWELL INTERNATIONAL INC,industrials,extension,101400000000.0,2017-06-30,0000930413-18-000292,752002033.0,same_accn@2018-01-26,134.84006099754785,,,,,
2018-07-01,773910,ANADARKO PETROLEUM CORP,energy,core,25200000000.0,2017-06-30,0000773910-18-000012,532487194.0,same_accn@2018-02-08,47.32508177464264,,,,,
2018-07-01,789019,MICROSOFT CORP,tech,core,466500000000.0,2016-12-31,0001564590-17-014900,7702243979.0,same_accn@2017-07-31,60.56676486383735,,,,,
2018-07-01,797468,OCCIDENTAL PETROLEUM CORP /DE/,energy,core,45800000000.0,2017-06-30,0000797468-18-000005,765148694.0,same_accn@2018-01-31,59.857646440679936,,,,,
2018-07-01,804328,QUALCOMM INC/DE,tech,core,83990231661.0,2017-03-26,0001234452-17-000190,1474164639.0,same_accn@2017-10-30,56.97479741338444,,,,,
2018-07-01,816284,CELGENE CORP /DE/,healthcare,core,101580696211.0,2017-06-30,0000816284-18-000005,752175608.0,same_accn@2018-02-02,135.04917619051534,,,,,
2018-07-01,821189,EOG RESOURCES INC,energy,core,52112000000.0,2017-06-30,0000821189-18-000012,578636343.0,same_accn@2018-02-16,90.06001892280037,,,,,
2018-07-01,823768,WASTE MANAGEMENT INC,utilities,extension,32200000000.0,2017-06-30,0001558370-18-000716,433673878.0,same_accn@2018-02-08,74.2493418061025,,,,,
2018-07-01,827052,EDISON INTERNATIONAL,utilities,extension,25500000000.0,2017-06-30,0000827052-18-000046,325811206.0,same_accn@2018-02-20,78.26618461981323,,,,,
2018-07-01,829224,STARBUCKS CORP,consumer,core,82000000000.0,2017-04-02,0000829224-17-000049,1422800000.0,same_accn@2017-11-10,57.63283666010683,,,,,
2018-07-01,831001,CITIGROUP INC,financials,core,123000000000.0,2017-06-30,0000831001-18-000040,2570065748.0,same_accn@2018-01-31,47.858697815694946,,,,,
2018-07-01,858877,"CISCO SYSTEMS, INC.",tech,core,155020814264.0,2017-01-27,0000858877-17-000016,4951955851.0,same_accn@2017-09-01,31.304966952137715,,,,,
2018-07-01,872589,"REGENERON PHARMACEUTICALS, INC.",healthcare,core,50337000000.0,2017-06-30,0001532176-18-000013,,no_fact_within_400d,,,,,,
2018-07-01,875045,BIOGEN INC.,healthcare,core,57220188450.0,2017-06-30,0000875045-18-000005,,no_concept,,,,,,
2018-07-01,882095,"GILEAD SCIENCES, INC.",healthcare,core,80416471495.0,2017-06-30,0000882095-18-000008,1309967781.0,same_accn@2018-02-15,61.388129281784224,,,,,
2018-07-01,884905,LINDE INC,materials_realestate,extension,38000000000.0,2017-06-30,0000884905-18-000014,287136596.0,same_accn@2018-01-31,132.3411941541579,,,,,
2018-07-01,886982,GOLDMAN SACHS GROUP INC,financials,core,84900000000.0,2017-06-30,0001193125-18-056383,379887039.0,same_accn@2018-02-09,223.48748781608208,,,,,
2018-07-01,895421,MORGAN STANLEY,financials,core,77833014763.0,2017-06-30,0001193125-18-060831,1791846388.0,same_accn@2018-01-31,43.437325478482926,,,,,
2018-07-01,896159,Chubb Ltd,financials,core,67000000000.0,2017-06-30,0000896159-18-000002,,no_concept,,,,,,
2018-07-01,896878,INTUIT INC.,tech,core,28800000000.0,2017-01-31,0000896878-17-000130,254973504.0,same_accn@2017-08-25,112.95291294267187,,,,,
2018-07-01,922224,PPL Corp,utilities,extension,26500381927.0,2017-06-30,0000922224-18-000023,694049792.0,same_accn@2018-01-31,38.182248928618655,,,,,
2018-07-01,936402,Shire plc,healthcare,core,50100000000.0,2017-06-30,0000936402-18-000007,910072739.0,same_accn@2018-02-12,55.050544701570274,,,,,
2018-07-01,936468,LOCKHEED MARTIN CORP,industrials,extension,80300000000.0,2017-06-23,0000936468-18-000013,285570742.0,same_accn@2018-01-26,281.1912713382942,,,,,
2018-07-01,1001039,TWDC Enterprises 18 Corp.,consumer,core,177900000000.0,2017-04-01,0001001039-17-000198,1510312194.0,same_accn@2017-11-15,117.79021629219528,,,,,
2018-07-01,1018724,AMAZON COM INC,consumer,core,387327844190.0,2017-06-30,0001018724-18-000005,484107183.0,same_accn@2018-01-24,800.0869596475292,,,,2.9497208452516945,corroborated by balance sheet
2018-07-01,1032208,SEMPRA,utilities,extension,28300000000.0,2017-06-30,0000086521-18-000019,255324212.0,same_accn@2018-02-22,110.8394686830562,,,,,
2018-07-01,1035002,VALERO ENERGY CORP/TX,energy,core,29800000000.0,2017-06-30,0001035002-18-000010,433176258.0,same_accn@2018-01-31,68.79416738486161,,,,,
2018-07-01,1038357,PIONEER NATURAL RESOURCES CO,energy,core,26939176465.0,2017-06-30,0001038357-18-000015,170300825.0,same_accn@2018-02-14,158.1858247897507,,,,,
2018-07-01,1039684,ONEOK INC /NEW/,energy,core,19500000000.0,2017-06-30,0001039684-18-000021,410634227.0,same_accn@2018-02-22,47.48751740073533,,,,,
2018-07-01,1045609,"Prologis, Inc.",materials_realestate,extension,30903505295.0,2017-06-30,0001564590-18-002228,533054000.0,same_accn@2018-02-12,57.97443653926244,,,,,
2018-07-01,1045810,NVIDIA CORP,tech,core,94311225054.0,2017-07-28,0001045810-18-000080,607171892.0,same_accn@2018-05-18,155.32870723534745,,,,,
2018-07-01,1047122,RAYTHEON CO/,industrials,extension,46800000000.0,2017-06-30,0001047122-18-000022,288506000.0,same_accn@2018-02-12,162.2149972617554,,,,,
2018-07-01,1047862,CONSOLIDATED EDISON INC,utilities,extension,24700000000.0,2017-06-30,0001047862-18-000037,310397070.0,same_accn@2018-01-31,79.57549341557896,,,,,
2018-07-01,1051470,CROWN CASTLE INC.,materials_realestate,extension,36500000000.0,2017-06-30,0001051470-18-000082,406906992.0,same_accn@2018-02-21,89.70108825261966,,,,,
2018-07-01,1053507,AMERICAN TOWER CORP /MA/,materials_realestate,extension,56300000000.0,2017-06-30,0001053507-18-000006,,no_concept,,,,,,
2018-07-01,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,tech,core,39000000000.0,2017-06-30,0001058290-18-000009,,no_concept,,,,,,
2018-07-01,1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,energy,core,39610000000.0,2017-06-30,0001061219-18-000008,2161094920.0,same_accn@2018-01-31,18.32867202334639,,,,,
2018-07-01,1063761,SIMON PROPERTY GROUP INC.,materials_realestate,extension,49945000000.0,2017-06-30,0001558370-18-000981,,no_fact_within_400d,,,,,,
2018-07-01,1065280,NETFLIX INC,consumer,core,54917149461.0,2017-06-30,0001628280-18-000941,433948461.0,same_accn@2018-01-25,126.55223925543545,,,,,
2018-07-01,1067983,BERKSHIRE HATHAWAY INC,financials,core,327898000000.0,2017-06-30,0001193125-18-057033,,no_fact_within_400d,,,,,,
2018-07-01,1075531,Booking Holdings Inc.,industrials,extension,91500000000.0,2017-06-30,0001075531-18-000015,48288592.0,same_accn@2018-02-20,1894.8574851799365,,,implied_price_out_of_band,3.595106458960406,corroborated by balance sheet
2018-07-01,1090727,UNITED PARCEL SERVICE INC,industrials,extension,76094649311.0,2017-06-30,0001090727-18-000009,,no_fact_within_400d,,,,,,
2018-07-01,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",consumer,core,68000000000.0,2017-06-30,0001091667-18-000063,270927828.0,nearest@2016-06-30(365d),250.98935204249304,,,,,
2018-07-01,1099219,METLIFE INC,financials,core,52100000000.0,2017-06-30,0000937834-18-000022,1016530764.0,same_accn@2018-04-30,51.25275283847681,,,,,
2018-07-01,1101239,EQUINIX INC,materials_realestate,extension,33500000000.0,2017-06-30,0001628280-18-002212,79228072.0,same_accn@2018-02-23,422.8299282607811,,,,,
2018-07-01,1103982,"Mondelez International, Inc.",consumer,core,63000000000.0,2017-06-30,0001193125-18-037332,,no_concept,,,,,,
2018-07-01,1105705,"WARNER MEDIA, LLC",consumer,core,78170000000.0,2017-06-30,0001193125-18-053619,779851623.0,same_accn@2018-02-14,100.23701649717539,,,,,
2018-07-01,1108524,"Salesforce, Inc.",tech,core,45500000000.0,2017-07-31,0001108524-18-000011,731500000.0,same_accn@2018-02-28,62.20095693779904,,,,,
2018-07-01,1109357,EXELON CORP,utilities,extension,34604071959.0,2017-12-31,0001628280-18-001324,965029399.0,same_accn@2017-12-31,35.858049500728214,,,,,
2018-07-01,1122304,AETNA INC /PA/,healthcare,core,49200000000.0,2017-06-30,0001122304-18-000027,326800000.0,same_accn@2018-01-31,150.55079559363526,,,,,
2018-07-01,1137774,PRUDENTIAL FINANCIAL INC,financials,core,46180000000.0,2017-06-30,0001137774-18-000063,422000000.0,same_accn@2018-01-31,109.43127962085308,,,,,
2018-07-01,1141391,Mastercard Inc,financials,core,113800000000.0,2017-06-30,0001141391-18-000009,,no_fact_within_400d,,,,,,
2018-07-01,1156039,"Elevance Health, Inc.",healthcare,core,49440818164.0,2017-06-30,0001156039-18-000003,255721900.0,same_accn@2018-02-09,193.3382247042588,,,,,
2018-07-01,1156375,CME GROUP INC.,financials,core,42200000000.0,2017-06-30,0001156375-18-000026,,no_fact_within_400d,,,,,,
2018-07-01,1161154,"Energy Transfer Operating, L.P.",energy,core,21660000000.0,2017-06-30,0001161154-18-000018,1164024480.0,same_accn@2018-02-16,18.607856082201984,,,,0.277816969152825,corroborated by balance sheet
2018-07-01,1163165,CONOCOPHILLIPS,energy,core,54000000000.0,2017-12-31,0001193125-18-049729,1174577506.0,same_accn@2018-01-31,45.97397764230639,,,,,
2018-07-01,1166691,COMCAST CORP,consumer,core,181936000000.0,2017-06-30,0001166691-18-000004,,no_fact_within_400d,,,,,,
2018-07-01,1326801,"Meta Platforms, Inc.",tech,core,372000000000.0,2017-06-30,0001326801-18-000009,,no_concept,,,,,,
2018-07-01,1341439,ORACLE CORP,tech,core,142975778000.0,2017-11-30,0001193125-18-201034,3981155000.0,same_accn@2018-06-15,35.9131402821543,,,,,
2018-07-01,1358071,CONCHO RESOURCES INC,energy,core,17883517337.0,2017-06-30,0001358071-18-000008,149067852.0,same_accn@2018-02-16,119.96897451101664,,,,,
2018-07-01,1364742,"BlackRock Finance, Inc.",financials,core,67300000000.0,2017-06-30,0001564590-18-003744,160718719.0,same_accn@2018-01-31,418.7440045487172,,,,,
2018-07-01,1390777,Bank of New York Mellon Corp,financials,core,52653801981.0,2017-06-30,0001390777-18-000069,1009749214.0,same_accn@2018-01-31,52.14542507284388,,,,,
2018-07-01,1403161,VISA INC.,financials,core,164100000000.0,2017-03-31,0001403161-17-000044,,no_fact_within_400d,,,,,,
2018-07-01,1413329,Philip Morris International Inc.,consumer,core,182000000000.0,2017-06-30,0001413329-18-000007,1553229898.0,same_accn@2018-01-31,117.17518458429777,,,,,
2018-07-01,1467858,General Motors Co,consumer,core,51200000000.0,2017-06-30,0001467858-18-000022,1402630363.0,same_accn@2018-01-30,36.50284590338645,,,,,
2018-07-01,1483096,WILLIAMS PARTNERS L.P.,energy,core,38332867488.0,2017-06-30,0001483096-18-000006,957529465.0,same_accn@2018-02-19,40.03309442597675,,,,,
2018-07-01,1489393,LyondellBasell Industries N.V.,materials_realestate,extension,27300000000.0,2016-06-30,0001193125-18-054181,394556328.0,same_accn@2018-02-20,69.1916415037196,,,,,
2018-07-01,1506307,"KINDER MORGAN, INC.",energy,core,36830209065.0,2017-06-30,0001506307-18-000019,2206071454.0,same_accn@2018-04-20,16.694930256325232,,,,,
2018-07-01,1510295,Marathon Petroleum Corp,energy,core,26400000000.0,2017-06-30,0001510295-18-000024,476059729.0,same_accn@2018-02-16,55.455226291573176,,,,,
2018-07-01,1534701,Phillips 66,energy,core,42300000000.0,2017-06-30,0001534701-18-000065,501237339.0,same_accn@2018-01-31,84.39115905529137,,,,,
2018-07-01,1551152,AbbVie Inc.,healthcare,core,114407343607.0,2017-06-30,0001551152-18-000014,1587972655.0,same_accn@2018-02-02,72.04616732332838,,,,,
2018-07-01,1578845,Allergan plc,healthcare,core,81000000000.0,2017-06-30,0001564590-18-002345,330320420.0,same_accn@2018-02-13,245.216447714616,,,,,
2018-07-01,1613103,Medtronic plc,healthcare,core,110000000000.0,2017-10-27,0001613103-18-000024,1351709097.0,same_accn@2018-06-20,81.37845653634749,,,,,
2018-07-01,1633917,"PayPal Holdings, Inc.",financials,core,64500000000.0,2017-06-30,0001633917-18-000029,,no_concept,,,,,,
2018-07-01,1637459,Kraft Heinz Co,consumer,core,52000000000.0,2017-07-01,0001637459-18-000015,1218801890.0,same_accn@2018-02-10,42.66485015050313,,,,,
2018-07-01,1645590,Hewlett Packard Enterprise Co,tech,core,30672608482.0,2017-04-30,0001628280-17-012383,1593885581.0,same_accn@2017-11-30,19.24392117454007,,,,,
2018-07-01,1652044,Alphabet Inc.,tech,core,554300000000.0,2017-06-30,0001652044-18-000007,,no_concept,,,,,,
2019-07-01,1800,ABBOTT LABORATORIES,healthcare,core,104305730710.0,2018-06-30,0001047469-19-000624,,no_concept,,,,,,
2019-07-01,2969,"Air Products & Chemicals, Inc.",materials_realestate,extension,34800000000.0,2018-03-31,0000002969-18-000044,219533532.0,same_accn@2018-10-31,158.51792517964864,,,,,
2019-07-01,4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,34157276913.0,2018-12-31,0000004904-19-000009,493245876.0,same_accn@2018-12-31,69.25,,,,,
2019-07-01,5272,"AMERICAN INTERNATIONAL GROUP, INC.",financials,core,47252000000.0,2018-06-30,0000005272-19-000023,869486334.0,same_accn@2019-02-06,54.34472993108596,,,,,
2019-07-01,6769,APACHE CORP,energy,core,17879965309.0,2018-06-30,0001733037-19-000004,375405587.0,same_accn@2019-01-31,47.628394270541314,,,,,
2019-07-01,6951,APPLIED MATERIALS INC /DE,tech,core,49674881854.0,2018-04-29,0000006951-18-000041,958606093.0,same_accn@2018-12-07,51.819910406098366,,,,,
2019-07-01,8670,AUTOMATIC DATA PROCESSING INC,tech,core,51688560196.0,2017-12-31,0000008670-18-000011,438082756.0,same_accn@2018-07-31,117.98811865582766,,,,,
2019-07-01,10795,BECTON DICKINSON & CO,healthcare,core,56903426170.0,2018-03-31,0000010795-18-000036,268257940.0,same_accn@2018-10-31,212.1220574869098,,,,,
2019-07-01,12927,BOEING CO,industrials,extension,193200000000.0,2018-06-30,0000012927-19-000010,564985109.0,same_accn@2019-02-01,341.9559151602348,,,,,
2019-07-01,14272,BRISTOL MYERS SQUIBB CO,healthcare,core,90226038714.0,2018-06-30,0000014272-19-000047,1632675877.0,same_accn@2019-02-01,55.262676435072976,,,,,
2019-07-01,18230,CATERPILLAR INC,industrials,extension,81200000000.0,2018-06-30,0000018230-19-000034,575542738.0,same_accn@2018-12-31,141.08422301038573,,,,,
2019-07-01,19617,JPMORGAN CHASE & CO,financials,core,347963159674.0,2018-06-30,0000019617-19-000054,3274241726.0,same_accn@2019-01-31,106.2728988244529,,,,,
2019-07-01,21344,COCA COLA CO,consumer,core,184986760847.0,2018-06-29,0000021344-19-000014,,no_concept,,,,,,
2019-07-01,21665,COLGATE PALMOLIVE CO,consumer,core,56000000000.0,2018-06-30,0000021665-19-000003,861676494.0,same_accn@2019-01-31,64.98958761198377,,,,,
2019-07-01,30554,"EIDP, Inc.",materials_realestate,extension,70000000000.0,2017-06-30,0000030554-18-000002,100.0,same_accn@2017-12-31,700000000.0,2018-06-30,2019-02-11,implied_price_out_of_band;no_public_common_equity;shares_scale_error_on_same_cover;superseded_by_public_zero_float,1.620145350182845,corroborated by balance sheet
2019-07-01,34088,EXXON MOBIL CORP,energy,core,350000000000.0,2018-06-29,0000034088-19-000010,4234802431.0,same_accn@2019-01-31,82.64848377291393,,,,,
2019-07-01,36104,US BANCORP \DE\,financials,core,81800000000.0,2018-06-30,0001193125-19-047201,1600622211.0,same_accn@2019-01-31,51.105126142723506,,,,,
2019-07-01,37996,FORD MOTOR CO,consumer,core,43335618411.0,2018-06-30,0000037996-19-000012,,no_fact_within_400d,,,,,,
2019-07-01,45012,HALLIBURTON CO,energy,core,39500000000.0,2018-06-30,0000045012-19-000044,872542842.0,same_accn@2019-02-08,45.2699834307964,,,,,
2019-07-01,47217,HP INC,tech,core,34578508590.0,2018-04-30,0000047217-18-000052,1553494507.0,same_accn@2018-11-30,22.258532897406635,,,,,
2019-07-01,50863,INTEL CORP,tech,core,229200000000.0,2018-06-29,0000050863-19-000007,4497000000.0,same_accn@2019-01-26,50.96731154102735,,,,,
2019-07-01,51143,INTERNATIONAL BUSINESS MACHINES CORP,tech,core,127500000000.0,2018-06-30,0001047469-19-000712,889866256.0,same_accn@2019-02-08,143.2799582412753,,,,,
2019-07-01,55785,KIMBERLY CLARK CORP,materials_realestate,extension,36600000000.0,2018-06-30,0000055785-19-000013,344431630.0,same_accn@2019-01-31,106.26201780597212,,,,,
2019-07-01,59478,ELI LILLY & Co,healthcare,core,78196000000.0,2018-06-30,0000059478-19-000082,1035418562.0,same_accn@2019-02-13,75.52114948466608,,,,,
2019-07-01,63908,MCDONALDS CORP,consumer,core,121530450454.0,2018-06-30,0000063908-19-000010,765317332.0,same_accn@2019-01-31,158.79746266350074,,,,,
2019-07-01,64803,CVS HEALTH Corp,consumer,core,65262991789.0,2018-06-30,0000064803-19-000013,1297082165.0,same_accn@2019-02-19,50.31523333681795,,,,,
2019-07-01,66740,3M CO,healthcare,core,115300000000.0,2019-01-31,0001558370-19-000470,575800000.0,same_accn@2019-01-31,200.24313997915942,,,,,
2019-07-01,70858,BANK OF AMERICA CORP /DE/,financials,core,282258554953.0,2018-06-30,0000070858-19-000012,9658759764.0,same_accn@2019-02-25,29.22306402163871,,,,,
2019-07-01,72903,XCEL ENERGY INC,utilities,extension,23246479826.0,2018-06-29,0000072903-19-000010,514211368.0,same_accn@2019-02-14,45.20802392295613,,,,,
2019-07-01,72971,WELLS FARGO & COMPANY/MN,financials,core,268200000000.0,2018-06-30,0000072971-19-000227,4549421815.0,same_accn@2019-02-18,58.95254625889202,,,,,
2019-07-01,77476,PEPSICO INC,consumer,core,152000000000.0,2018-06-15,0000077476-19-000017,1404686108.0,same_accn@2019-02-08,108.2092284776835,,,,,
2019-07-01,78003,PFIZER INC,healthcare,core,212000000000.0,2018-07-01,0000078003-19-000015,5551804790.0,same_accn@2019-02-26,38.18578066394874,,,,,
2019-07-01,79879,PPG INDUSTRIES INC,materials_realestate,extension,25075000000.0,2018-06-30,0000079879-19-000008,,no_concept,,,,,,
2019-07-01,80424,PROCTER & GAMBLE Co,consumer,core,231000000000.0,2017-12-31,0000080424-18-000055,2488011390.0,same_accn@2018-07-31,92.84523412089364,,,,,
2019-07-01,87347,SLB LIMITED/NV,energy,core,92720000000.0,2018-06-30,0001564590-19-000928,1382964324.0,same_accn@2018-12-31,67.04439036563318,,,,,
2019-07-01,92122,SOUTHERN CO,utilities,extension,47000000000.0,2018-06-29,0000092122-19-000006,1034564279.0,same_accn@2019-01-31,45.429753330967266,,,,,
2019-07-01,93410,CHEVRON CORP,energy,core,242200000000.0,2018-06-29,0000093410-19-000008,1900062760.0,same_accn@2019-02-11,127.46947369254266,,,,,
2019-07-01,97476,TEXAS INSTRUMENTS INC,tech,core,107359133537.0,2018-06-30,0001564590-19-003839,938484603.0,same_accn@2019-02-18,114.39626520649482,,,,,
2019-07-01,97745,THERMO FISHER SCIENTIFIC INC.,industrials,extension,83322432000.0,2018-06-30,0000097745-19-000007,399003681.0,same_accn@2019-02-02,208.82622383626583,,,,,
2019-07-01,100885,UNION PACIFIC CORP,industrials,extension,104600000000.0,2018-06-29,0000100885-19-000060,722877817.0,same_accn@2019-02-01,144.69941882308444,,,,,
2019-07-01,101829,RTX Corp,industrials,extension,99985852722.0,2018-06-30,0000101829-19-000016,862291415.0,same_accn@2019-03-31,115.95366831061399,,,,,
2019-07-01,104169,Walmart Inc.,consumer,core,126810267035.0,2018-07-31,0000104169-19-000016,2869684230.0,same_accn@2019-03-26,44.1896239695334,,,,,
2019-07-01,106535,WEYERHAEUSER CO,materials_realestate,extension,28000000000.0,2018-06-30,0000106535-19-000014,746523890.0,same_accn@2019-02-04,37.50717207456013,,,,,
2019-07-01,107263,"WILLIAMS COMPANIES, INC.",energy,core,21489112717.0,2018-06-29,0000107263-19-000007,1210981263.0,same_accn@2019-02-15,17.74520661348994,,,,,
2019-07-01,200406,JOHNSON & JOHNSON,healthcare,core,325000000000.0,2018-07-01,0000200406-19-000009,2663138579.0,same_accn@2019-02-15,122.0364582462083,,,,,
2019-07-01,310158,"Merck & Co., Inc.",healthcare,core,161991000000.0,2018-06-30,0000310158-19-000014,2581220308.0,same_accn@2019-01-31,62.7575257710238,,,,,
2019-07-01,310764,STRYKER CORP,healthcare,core,58918371156.0,2018-06-30,0000310764-19-000014,372664636.0,same_accn@2019-01-31,158.1002474192373,,,,,
2019-07-01,313616,DANAHER CORP /DE/,industrials,extension,61000000000.0,2018-06-29,0000313616-19-000035,701875340.0,same_accn@2019-02-07,86.91002023236776,,,,,
2019-07-01,316709,SCHWAB CHARLES CORP,financials,core,62100000000.0,2018-06-30,0000316709-19-000008,1332893531.0,same_accn@2019-01-31,46.5903679143897,,,,,
2019-07-01,318154,AMGEN INC,healthcare,core,119629312769.0,2018-06-30,0000318154-19-000008,622278034.0,same_accn@2019-02-07,192.24415170180987,,,,,
2019-07-01,320187,"NIKE, Inc.",consumer,core,82568152391.0,2017-11-30,0000320187-18-000142,,no_fact_within_400d,,,,,,
2019-07-01,320193,Apple Inc.,tech,core,828880000000.0,2018-03-30,0000320193-18-000145,4745398000.0,same_accn@2018-10-26,174.6702805539177,,,,,
2019-07-01,354950,"HOME DEPOT, INC.",consumer,core,225300000000.0,2018-07-29,0000354950-19-000010,1103903507.0,same_accn@2019-03-08,204.0939253941513,,,,,
2019-07-01,712515,ELECTRONIC ARTS INC.,tech,core,35963000000.0,2018-09-28,0000712515-19-000019,297261219.0,same_accn@2019-05-20,120.9811361232425,,,,,
2019-07-01,713676,"PNC FINANCIAL SERVICES GROUP, INC.",financials,core,62700000000.0,2018-06-30,0000713676-19-000015,453612522.0,same_accn@2019-02-08,138.22369744898708,,,,,
2019-07-01,715957,"DOMINION ENERGY, INC",utilities,extension,44400000000.0,2018-06-30,0001193125-19-057924,799313999.0,same_accn@2019-02-15,55.547632164015184,,,,,
2019-07-01,718877,"Activision Blizzard, Inc.",tech,core,57447460580.0,2018-06-30,0001047469-19-000788,763833873.0,same_accn@2019-02-21,75.20936503427363,,,,,
2019-07-01,731766,UNITEDHEALTH GROUP INC,healthcare,core,234490429732.0,2018-06-30,0000731766-19-000005,959538515.0,same_accn@2019-01-31,244.37834028163007,,,,,
2019-07-01,732712,VERIZON COMMUNICATIONS INC,utilities,extension,207844016206.0,2018-06-30,0000732712-19-000012,4132045883.0,same_accn@2019-01-31,50.30051022935362,,,,,
2019-07-01,732717,AT&T INC.,utilities,extension,233000000000.0,2018-12-31,0001193125-19-045608,7285000000.0,same_accn@2019-02-12,31.98352779684283,,,,,
2019-07-01,753308,NEXTERA ENERGY INC,utilities,extension,78550110752.0,2018-06-29,0000753308-19-000118,478935335.0,same_accn@2019-03-31,164.00984644826843,,,,,
2019-07-01,764180,"ALTRIA GROUP, INC.",consumer,core,107000000000.0,2018-06-30,0000764180-19-000023,1874430847.0,same_accn@2019-02-12,57.083994414225515,,,,,
2019-07-01,766704,WELLTOWER INC.,materials_realestate,extension,23282837560.0,2018-06-30,0000766704-19-000014,,no_concept,,,,,,
