cik,company_name,sector,stratum,accession_number,form,filing_date,section_type,extraction_status,reason_code,n_toc,n_matching,n_resolvable,cause,c_cur,c_dash,c_wide,bare_title,doc_words
86312,"TRAVELERS COMPANIES, INC.",financials,core,0001047469-16-010107,10-K,2016-02-11,MDA,FAIL,item_absent_from_toc,62,0,0,R1_no_matching_toc_entry,1,24,24,2,132966
315189,DEERE & CO,industrials,extension,0001047469-16-017244,10-K,2016-12-19,MDA,FAIL,item_absent_from_toc,3,0,0,R1_no_matching_toc_entry,2,2,3,3,53519
315189,DEERE & CO,industrials,extension,0001047469-16-017244,10-K,2016-12-19,RISK_FACTORS,FAIL,item_absent_from_toc,3,0,0,R1_no_matching_toc_entry,2,2,3,2,53519
86312,"TRAVELERS COMPANIES, INC.",financials,core,0001047469-17-000695,10-K,2017-02-16,MDA,FAIL,item_absent_from_toc,65,0,0,R1_no_matching_toc_entry,1,22,22,2,131693
86312,"TRAVELERS COMPANIES, INC.",financials,core,0001047469-18-000812,10-K,2018-02-15,MDA,FAIL,item_absent_from_toc,65,0,0,R1_no_matching_toc_entry,1,23,23,2,133123
1108524,"Salesforce, Inc.",tech,core,0001108524-15-000025,10-Q,2015-08-25,MDA,FAIL,item_absent_from_toc,21,2,1,R2_first_anchor_dangling_later_resolvable,2,2,2,1,45334
1108524,"Salesforce, Inc.",tech,core,0001108524-15-000034,10-Q,2015-11-20,MDA,FAIL,item_absent_from_toc,21,2,1,R2_first_anchor_dangling_later_resolvable,2,2,2,1,47175
1108524,"Salesforce, Inc.",tech,core,0001108524-16-000066,10-Q,2016-05-20,MDA,FAIL,item_absent_from_toc,21,2,1,R2_first_anchor_dangling_later_resolvable,2,2,2,1,43004
1108524,"Salesforce, Inc.",tech,core,0001108524-16-000085,10-Q,2016-09-01,MDA,FAIL,item_absent_from_toc,21,2,1,R2_first_anchor_dangling_later_resolvable,2,2,2,1,49962
1108524,"Salesforce, Inc.",tech,core,0001108524-16-000128,10-Q,2016-11-21,MDA,FAIL,item_absent_from_toc,21,2,1,R2_first_anchor_dangling_later_resolvable,2,2,2,1,52566
1108524,"Salesforce, Inc.",tech,core,0001108524-17-000012,10-Q,2017-05-22,MDA,FAIL,item_absent_from_toc,21,2,1,R2_first_anchor_dangling_later_resolvable,2,2,2,1,40194
1108524,"Salesforce, Inc.",tech,core,0001108524-17-000020,10-Q,2017-08-25,MDA,FAIL,item_absent_from_toc,21,2,1,R2_first_anchor_dangling_later_resolvable,2,2,2,1,44059
1108524,"Salesforce, Inc.",tech,core,0001108524-19-000025,10-Q,2019-06-05,MDA,FAIL,item_absent_from_toc,21,2,1,R2_first_anchor_dangling_later_resolvable,2,2,2,2,41189
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-16-000061,10-K,2016-02-26,MDA,FAIL,item_absent_from_toc,64,3,1,R2_first_anchor_dangling_later_resolvable,3,3,4,4,58506
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-16-000061,10-K,2016-02-26,RISK_FACTORS,FAIL,item_absent_from_toc,64,3,1,R2_first_anchor_dangling_later_resolvable,2,2,2,2,58506
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-17-000008,10-K,2017-02-23,MDA,FAIL,item_absent_from_toc,64,3,1,R2_first_anchor_dangling_later_resolvable,3,3,4,4,58996
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-17-000008,10-K,2017-02-23,RISK_FACTORS,FAIL,item_absent_from_toc,64,3,1,R2_first_anchor_dangling_later_resolvable,2,2,2,2,58996
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-18-000011,10-K,2018-02-22,MDA,FAIL,item_absent_from_toc,67,3,1,R2_first_anchor_dangling_later_resolvable,3,3,4,4,58449
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-18-000011,10-K,2018-02-22,RISK_FACTORS,FAIL,item_absent_from_toc,67,3,1,R2_first_anchor_dangling_later_resolvable,2,2,2,2,58449
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-19-000008,10-K,2019-02-21,MDA,FAIL,item_absent_from_toc,67,3,1,R2_first_anchor_dangling_later_resolvable,5,5,5,5,59802
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-19-000008,10-K,2019-02-21,RISK_FACTORS,FAIL,item_absent_from_toc,67,3,1,R2_first_anchor_dangling_later_resolvable,3,3,3,3,59802
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-20-000032,10-K,2020-02-20,MDA,FAIL,item_absent_from_toc,67,3,1,R2_first_anchor_dangling_later_resolvable,5,5,5,5,70223
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-20-000032,10-K,2020-02-20,RISK_FACTORS,FAIL,item_absent_from_toc,67,3,1,R2_first_anchor_dangling_later_resolvable,2,2,2,2,70223
1618921,"Walgreens Boots Alliance, Inc.",consumer,core,0001140361-16-083198,10-K,2016-10-20,RISK_FACTORS,FAIL,item_absent_from_toc,22,1,0,R3_all_anchors_dangling,2,2,3,2,70500
4281,Howmet Aerospace Inc.,materials_realestate,extension,0001193125-15-259994,10-Q,2015-07-22,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,0,31253
713676,"PNC FINANCIAL SERVICES GROUP, INC.",financials,core,0001193125-15-277885,10-Q,2015-08-05,MDA,FAIL,item_absent_from_toc,107,2,1,R2_first_anchor_dangling_later_resolvable,1,1,1,1,87894
1105705,"WARNER MEDIA, LLC",consumer,core,0001193125-15-278166,10-Q,2015-08-05,MDA,FAIL,item_absent_from_toc,5,0,0,R1_no_matching_toc_entry,0,0,0,22,26076
36104,US BANCORP \DE\,financials,core,0001193125-15-278501,10-Q,2015-08-05,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,54737
6769,APACHE CORP,energy,core,0001193125-15-281508,10-Q,2015-08-07,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,1,1,1,19180
4281,Howmet Aerospace Inc.,materials_realestate,extension,0001193125-15-350979,10-Q,2015-10-23,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,0,35554
1105705,"WARNER MEDIA, LLC",consumer,core,0001193125-15-365575,10-Q,2015-11-04,MDA,FAIL,item_absent_from_toc,4,0,0,R1_no_matching_toc_entry,0,0,0,25,28691
36104,US BANCORP \DE\,financials,core,0001193125-15-366273,10-Q,2015-11-04,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,55114
6769,APACHE CORP,energy,core,0001193125-15-368662,10-Q,2015-11-06,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,1,1,1,19591
1489393,LyondellBasell Industries N.V.,materials_realestate,extension,0001193125-16-465311,10-K,2016-02-16,MDA,FAIL,item_absent_from_toc,44,0,0,R1_no_matching_toc_entry,2,2,2,2,72220
1105705,"WARNER MEDIA, LLC",consumer,core,0001193125-16-576565,10-Q,2016-05-04,MDA,FAIL,item_absent_from_toc,5,0,0,R1_no_matching_toc_entry,0,0,0,19,21295
4281,Howmet Aerospace Inc.,materials_realestate,extension,0001193125-16-580169,10-Q,2016-05-05,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,0,24376
36104,US BANCORP \DE\,financials,core,0001193125-16-581459,10-Q,2016-05-06,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,49359
4281,Howmet Aerospace Inc.,materials_realestate,extension,0001193125-16-664835,10-Q,2016-07-29,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,0,31881
1105705,"WARNER MEDIA, LLC",consumer,core,0001193125-16-669581,10-Q,2016-08-03,MDA,FAIL,item_absent_from_toc,4,0,0,R1_no_matching_toc_entry,0,0,0,22,26350
36104,US BANCORP \DE\,financials,core,0001193125-16-673126,10-Q,2016-08-05,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,54971
1105705,"WARNER MEDIA, LLC",consumer,core,0001193125-16-756548,10-Q,2016-11-02,MDA,FAIL,item_absent_from_toc,4,0,0,R1_no_matching_toc_entry,0,0,0,24,30604
36104,US BANCORP \DE\,financials,core,0001193125-16-759887,10-Q,2016-11-04,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,55426
4281,Howmet Aerospace Inc.,materials_realestate,extension,0001193125-16-763784,10-Q,2016-11-09,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,0,35293
1489393,LyondellBasell Industries N.V.,materials_realestate,extension,0001193125-17-047661,10-K,2017-02-17,MDA,FAIL,item_absent_from_toc,44,0,0,R1_no_matching_toc_entry,2,2,2,2,67250
1163165,CONOCOPHILLIPS,energy,core,0001193125-17-050077,10-K,2017-02-21,MDA,FAIL,item_absent_from_toc,21,0,0,R1_no_matching_toc_entry,1,1,2,3,84904
4281,Howmet Aerospace Inc.,materials_realestate,extension,0001193125-17-152478,10-Q,2017-05-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,0,16820
1105705,"WARNER MEDIA, LLC",consumer,core,0001193125-17-155599,10-Q,2017-05-03,MDA,FAIL,item_absent_from_toc,5,0,0,R1_no_matching_toc_entry,0,0,0,20,24718
713676,"PNC FINANCIAL SERVICES GROUP, INC.",financials,core,0001193125-17-155839,10-Q,2017-05-03,MDA,FAIL,item_absent_from_toc,74,2,1,R2_first_anchor_dangling_later_resolvable,1,1,1,1,50955
895421,MORGAN STANLEY,financials,core,0001193125-17-158668,10-Q,2017-05-04,MDA,FAIL,item_absent_from_toc,20,0,0,R1_no_matching_toc_entry,0,0,0,29,53473
36104,US BANCORP \DE\,financials,core,0001193125-17-160671,10-Q,2017-05-05,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,49141
1105705,"WARNER MEDIA, LLC",consumer,core,0001193125-17-245363,10-Q,2017-08-02,MDA,FAIL,item_absent_from_toc,4,0,0,R1_no_matching_toc_entry,0,0,0,22,27809
895421,MORGAN STANLEY,financials,core,0001193125-17-247402,10-Q,2017-08-03,MDA,FAIL,item_absent_from_toc,19,0,0,R1_no_matching_toc_entry,0,0,0,31,59785
36104,US BANCORP \DE\,financials,core,0001193125-17-248499,10-Q,2017-08-04,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,53984
1137789,Seagate Technology Holdings plc,tech,core,0001193125-17-248796,10-K,2017-08-04,MDA,FAIL,item_absent_from_toc,16,0,0,R1_no_matching_toc_entry,2,2,2,2,60667
1105705,"WARNER MEDIA, LLC",consumer,core,0001193125-17-320575,10-Q,2017-10-26,MDA,FAIL,item_absent_from_toc,5,0,0,R1_no_matching_toc_entry,0,0,0,22,27838
895421,MORGAN STANLEY,financials,core,0001193125-17-331902,10-Q,2017-11-03,MDA,FAIL,item_absent_from_toc,21,0,0,R1_no_matching_toc_entry,0,0,0,32,58512
36104,US BANCORP \DE\,financials,core,0001193125-17-332564,10-Q,2017-11-03,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,54118
4281,Howmet Aerospace Inc.,materials_realestate,extension,0001193125-17-333678,10-Q,2017-11-06,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,0,22923
1163165,CONOCOPHILLIPS,energy,core,0001193125-18-049729,10-K,2018-02-20,MDA,FAIL,item_absent_from_toc,23,0,0,R1_no_matching_toc_entry,1,1,2,3,85889
1489393,LyondellBasell Industries N.V.,materials_realestate,extension,0001193125-18-054181,10-K,2018-02-22,MDA,FAIL,item_absent_from_toc,44,0,0,R1_no_matching_toc_entry,2,2,2,2,66451
895421,MORGAN STANLEY,financials,core,0001193125-18-060831,10-K,2018-02-27,MDA,FAIL,item_absent_from_toc,25,0,0,R1_no_matching_toc_entry,0,0,0,40,128539
895421,MORGAN STANLEY,financials,core,0001193125-18-060831,10-K,2018-02-27,RISK_FACTORS,FAIL,item_absent_from_toc,25,0,0,R1_no_matching_toc_entry,0,0,0,2,128539
1105705,"WARNER MEDIA, LLC",consumer,core,0001193125-18-134094,10-Q,2018-04-26,MDA,FAIL,item_absent_from_toc,6,0,0,R1_no_matching_toc_entry,0,0,0,20,25700
36104,US BANCORP \DE\,financials,core,0001193125-18-150855,10-Q,2018-05-03,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,47555
895421,MORGAN STANLEY,financials,core,0001193125-18-152899,10-Q,2018-05-04,MDA,FAIL,item_absent_from_toc,19,0,0,R1_no_matching_toc_entry,0,0,0,29,50804
36104,US BANCORP \DE\,financials,core,0001193125-18-236628,10-Q,2018-08-02,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,51822
895421,MORGAN STANLEY,financials,core,0001193125-18-238269,10-Q,2018-08-03,MDA,FAIL,item_absent_from_toc,6,0,0,R1_no_matching_toc_entry,0,0,0,32,55922
36104,US BANCORP \DE\,financials,core,0001193125-18-316582,10-Q,2018-11-02,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,51405
895421,MORGAN STANLEY,financials,core,0001193125-18-318377,10-Q,2018-11-05,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,30,56280
1163165,CONOCOPHILLIPS,energy,core,0001193125-19-043841,10-K,2019-02-19,MDA,FAIL,item_absent_from_toc,23,0,0,R1_no_matching_toc_entry,1,1,2,3,92720
732717,AT&T INC.,utilities,extension,0001193125-19-045608,10-K,2019-02-20,MDA,FAIL,item_absent_from_toc,17,0,0,R1_no_matching_toc_entry,1,1,1,2,15224
895421,MORGAN STANLEY,financials,core,0001193125-19-051943,10-K,2019-02-26,MDA,FAIL,item_absent_from_toc,22,0,0,R1_no_matching_toc_entry,0,0,0,40,123420
895421,MORGAN STANLEY,financials,core,0001193125-19-051943,10-K,2019-02-26,RISK_FACTORS,FAIL,item_absent_from_toc,22,0,0,R1_no_matching_toc_entry,0,0,0,2,123420
895421,MORGAN STANLEY,financials,core,0001193125-19-136929,10-Q,2019-05-03,MDA,FAIL,item_absent_from_toc,35,0,0,R1_no_matching_toc_entry,0,0,0,24,46107
36104,US BANCORP \DE\,financials,core,0001193125-19-142913,10-Q,2019-05-09,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,44321
36104,US BANCORP \DE\,financials,core,0001193125-19-210903,10-Q,2019-08-01,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,49719
36104,US BANCORP \DE\,financials,core,0001193125-19-287486,10-Q,2019-11-08,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,50507
36104,US BANCORP \DE\,financials,core,0001193125-20-136359,10-Q,2020-05-07,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,49324
36104,US BANCORP \DE\,financials,core,0001193125-20-211979,10-Q,2020-08-06,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,55824
36104,US BANCORP \DE\,financials,core,0001193125-20-286983,10-Q,2020-11-05,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,55877
36104,US BANCORP \DE\,financials,core,0001193125-21-150169,10-Q,2021-05-04,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,47747
36104,US BANCORP \DE\,financials,core,0001193125-21-234982,10-Q,2021-08-03,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,53905
36104,US BANCORP \DE\,financials,core,0001193125-21-317037,10-Q,2021-11-02,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,54910
36104,US BANCORP \DE\,financials,core,0001193125-22-138788,10-Q,2022-05-03,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,46776
36104,US BANCORP \DE\,financials,core,0001193125-22-212040,10-Q,2022-08-04,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,52905
36104,US BANCORP \DE\,financials,core,0001193125-22-275036,10-Q,2022-11-01,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,53193
36104,US BANCORP \DE\,financials,core,0001193125-23-137980,10-Q,2023-05-08,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,48988
36104,US BANCORP \DE\,financials,core,0001193125-23-204050,10-Q,2023-08-07,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,54908
36104,US BANCORP \DE\,financials,core,0001193125-23-268341,10-Q,2023-11-01,MDA,FAIL,no_toc_and_no_heading_match,0,0,0,R1_no_matching_toc_entry,0,0,0,1,54598
1283699,"T-Mobile US, Inc.",utilities,extension,0001283699-17-000022,10-Q,2017-04-24,MDA,FAIL,item_absent_from_toc,38,3,1,R2_first_anchor_dangling_later_resolvable,2,2,2,1,21103
1358071,CONCHO RESOURCES INC,energy,core,0001358071-18-000008,10-K,2018-02-21,MDA,FAIL,item_absent_from_toc,31,2,0,R3_all_anchors_dangling,3,3,3,1,74910
1358071,CONCHO RESOURCES INC,energy,core,0001358071-18-000008,10-K,2018-02-21,RISK_FACTORS,FAIL,item_absent_from_toc,31,2,0,R3_all_anchors_dangling,6,6,6,1,74910
1358071,CONCHO RESOURCES INC,energy,core,0001358071-19-000003,10-K,2019-02-20,MDA,FAIL,item_absent_from_toc,32,2,0,R3_all_anchors_dangling,3,3,3,0,78006
1358071,CONCHO RESOURCES INC,energy,core,0001358071-19-000003,10-K,2019-02-20,RISK_FACTORS,FAIL,item_absent_from_toc,32,2,0,R3_all_anchors_dangling,6,6,6,0,78006
1390777,Bank of New York Mellon Corp,financials,core,0001390777-15-000107,10-Q,2015-08-07,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,72940
1390777,Bank of New York Mellon Corp,financials,core,0001390777-15-000132,10-Q,2015-11-06,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,69243
1390777,Bank of New York Mellon Corp,financials,core,0001390777-16-000226,10-Q,2016-05-10,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,60122
1390777,Bank of New York Mellon Corp,financials,core,0001390777-16-000246,10-Q,2016-08-08,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,66590
1390777,Bank of New York Mellon Corp,financials,core,0001390777-16-000255,10-Q,2016-11-08,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,65885
1390777,Bank of New York Mellon Corp,financials,core,0001390777-17-000076,10-Q,2017-05-08,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,58432
1390777,Bank of New York Mellon Corp,financials,core,0001390777-17-000095,10-Q,2017-08-03,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,64151
1390777,Bank of New York Mellon Corp,financials,core,0001390777-17-000106,10-Q,2017-11-07,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,61904
1390777,Bank of New York Mellon Corp,financials,core,0001390777-18-000083,10-Q,2018-05-08,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,51819
1390777,Bank of New York Mellon Corp,financials,core,0001390777-18-000113,10-Q,2018-08-03,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,56413
1390777,Bank of New York Mellon Corp,financials,core,0001390777-18-000129,10-Q,2018-11-06,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,56181
1390777,Bank of New York Mellon Corp,financials,core,0001390777-19-000063,10-Q,2019-05-08,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,51639
1390777,Bank of New York Mellon Corp,financials,core,0001390777-19-000080,10-Q,2019-08-07,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,57529
1390777,Bank of New York Mellon Corp,financials,core,0001390777-19-000104,10-Q,2019-11-07,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,57397
1390777,Bank of New York Mellon Corp,financials,core,0001390777-20-000062,10-Q,2020-05-07,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,59240
1390777,Bank of New York Mellon Corp,financials,core,0001390777-20-000072,10-Q,2020-08-06,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,64829
1390777,Bank of New York Mellon Corp,financials,core,0001390777-20-000090,10-Q,2020-11-05,MDA,FAIL,item_absent_from_toc,7,0,0,R1_no_matching_toc_entry,0,0,0,0,65112
1390777,Bank of New York Mellon Corp,financials,core,0001390777-21-000046,10-Q,2021-05-06,MDA,FAIL,item_absent_from_toc,6,0,0,R1_no_matching_toc_entry,0,0,0,0,54193
1390777,Bank of New York Mellon Corp,financials,core,0001390777-21-000070,10-Q,2021-08-05,MDA,FAIL,item_absent_from_toc,6,0,0,R1_no_matching_toc_entry,0,0,0,0,59603
1390777,Bank of New York Mellon Corp,financials,core,0001390777-21-000095,10-Q,2021-11-05,MDA,FAIL,item_absent_from_toc,6,0,0,R1_no_matching_toc_entry,0,0,0,0,58871
1390777,Bank of New York Mellon Corp,financials,core,0001390777-22-000049,10-Q,2022-05-06,MDA,FAIL,item_absent_from_toc,6,0,0,R1_no_matching_toc_entry,0,0,0,0,52859
1390777,Bank of New York Mellon Corp,financials,core,0001390777-22-000075,10-Q,2022-08-05,MDA,FAIL,item_absent_from_toc,6,0,0,R1_no_matching_toc_entry,0,0,0,0,58307
1390777,Bank of New York Mellon Corp,financials,core,0001390777-22-000101,10-Q,2022-11-07,MDA,FAIL,item_absent_from_toc,6,0,0,R1_no_matching_toc_entry,0,0,0,0,60700
1390777,Bank of New York Mellon Corp,financials,core,0001390777-23-000046,10-Q,2023-05-05,MDA,FAIL,item_absent_from_toc,10,0,0,R1_no_matching_toc_entry,0,0,0,0,52858
1390777,Bank of New York Mellon Corp,financials,core,0001390777-23-000081,10-Q,2023-08-04,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,58655
1390777,Bank of New York Mellon Corp,financials,core,0001390777-23-000103,10-Q,2023-11-03,MDA,FAIL,item_absent_from_toc,12,0,0,R1_no_matching_toc_entry,0,0,0,0,59702
1390777,Bank of New York Mellon Corp,financials,core,0001390777-24-000075,10-Q,2024-05-03,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,55305
1390777,Bank of New York Mellon Corp,financials,core,0001390777-24-000105,10-Q,2024-08-02,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,60584
1390777,Bank of New York Mellon Corp,financials,core,0001390777-24-000133,10-Q,2024-11-01,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,60385
1390777,Bank of New York Mellon Corp,financials,core,0001390777-25-000084,10-Q,2025-05-02,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,53291
1390777,Bank of New York Mellon Corp,financials,core,0001390777-25-000118,10-Q,2025-08-01,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,58241
1390777,Bank of New York Mellon Corp,financials,core,0001390777-25-000159,10-Q,2025-10-31,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,58210
1390777,Bank of New York Mellon Corp,financials,core,0001390777-26-000060,10-Q,2026-05-01,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,50019
1390777,Bank of New York Mellon Corp,financials,core,0001390777-26-000086,10-Q,2026-07-31,MDA,FAIL,item_absent_from_toc,14,0,0,R1_no_matching_toc_entry,0,0,0,0,54494
1413329,Philip Morris International Inc.,consumer,core,0001413329-16-000076,10-K,2016-02-17,MDA,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,3,3,4,3,75645
1413329,Philip Morris International Inc.,consumer,core,0001413329-16-000076,10-K,2016-02-17,RISK_FACTORS,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,6,6,6,6,75645
1413329,Philip Morris International Inc.,consumer,core,0001413329-17-000014,10-K,2017-02-14,MDA,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,3,3,3,3,72227
1413329,Philip Morris International Inc.,consumer,core,0001413329-17-000014,10-K,2017-02-14,RISK_FACTORS,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,5,5,5,5,72227
1413329,Philip Morris International Inc.,consumer,core,0001413329-18-000007,10-K,2018-02-13,MDA,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,2,2,2,2,64670
1413329,Philip Morris International Inc.,consumer,core,0001413329-18-000007,10-K,2018-02-13,RISK_FACTORS,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,5,5,5,5,64670
1413329,Philip Morris International Inc.,consumer,core,0001413329-19-000007,10-K,2019-02-07,MDA,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,3,3,3,3,65271
1413329,Philip Morris International Inc.,consumer,core,0001413329-19-000007,10-K,2019-02-07,RISK_FACTORS,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,4,4,4,4,65271
1413329,Philip Morris International Inc.,consumer,core,0001413329-20-000007,10-K,2020-02-07,MDA,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,6,6,6,5,67342
1413329,Philip Morris International Inc.,consumer,core,0001413329-20-000007,10-K,2020-02-07,RISK_FACTORS,FAIL,item_absent_from_toc,40,2,1,R2_first_anchor_dangling_later_resolvable,4,4,4,4,67342
24741,CORNING INC /NY,materials_realestate,extension,0001437749-22-003247,10-K,2022-02-14,MDA,FAIL,item_absent_from_toc,62,0,0,R1_no_matching_toc_entry,0,0,1,0,61787
24741,CORNING INC /NY,materials_realestate,extension,0001437749-22-003247,10-K,2022-02-14,RISK_FACTORS,FAIL,item_absent_from_toc,62,0,0,R1_no_matching_toc_entry,1,1,1,0,61787
24741,CORNING INC /NY,materials_realestate,extension,0001437749-23-003123,10-K,2023-02-13,MDA,FAIL,item_absent_from_toc,59,0,0,R1_no_matching_toc_entry,1,1,1,0,53941
24741,CORNING INC /NY,materials_realestate,extension,0001437749-23-003123,10-K,2023-02-13,RISK_FACTORS,FAIL,item_absent_from_toc,59,0,0,R1_no_matching_toc_entry,1,1,1,0,53941
