cik,company_name,sector,stratum,accession_number,form,filing_date,section_type,extraction_status,reason_code,extraction_method,extraction_confidence,word_count,prose_word_share,source_document,note,year,era
895421,MORGAN STANLEY,financials,core,0000895421-21-000286,10-K,2021-02-26,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20201231.htm,,2021,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-21-000286,10-K,2021-02-26,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20201231.htm,,2021,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-22-000400,10-K,2022-02-24,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20211231.htm,,2022,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-22-000400,10-K,2022-02-24,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20211231.htm,,2022,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-23-000284,10-K,2023-02-24,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20221231.htm,,2023,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-23-000284,10-K,2023-02-24,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20221231.htm,,2023,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-24-000300,10-K,2024-02-22,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20231231.htm,,2024,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-24-000300,10-K,2024-02-22,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20231231.htm,,2024,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-25-000304,10-K,2025-02-21,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20241231.htm,,2025,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-25-000304,10-K,2025-02-21,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20241231.htm,,2025,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-26-000086,10-K,2026-02-19,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20251231.htm,,2026,2019plus
895421,MORGAN STANLEY,financials,core,0000895421-26-000086,10-K,2026-02-19,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ms-20251231.htm,,2026,2019plus
922224,PPL Corp,utilities,extension,0000922224-16-000130,10-K,2016-02-19,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,form10k.htm,,2016,pre2019
927628,CAPITAL ONE FINANCIAL CORP,financials,core,0000927628-16-000140,10-K,2016-02-25,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,cof-12312015x10k.htm,,2016,pre2019
773840,HONEYWELL INTERNATIONAL INC,industrials,extension,0000930413-16-005457,10-K,2016-02-12,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,c83288_10k.htm,,2016,pre2019
773840,HONEYWELL INTERNATIONAL INC,industrials,extension,0000930413-16-005457,10-K,2016-02-12,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,c83288_10k.htm,,2016,pre2019
773840,HONEYWELL INTERNATIONAL INC,industrials,extension,0000930413-18-000292,10-K,2018-02-09,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,c89913_10k.htm,,2018,pre2019
773840,HONEYWELL INTERNATIONAL INC,industrials,extension,0000930413-18-000292,10-K,2018-02-09,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,c89913_10k.htm,,2018,pre2019
773840,HONEYWELL INTERNATIONAL INC,industrials,extension,0000930413-19-000366,10-K,2019-02-08,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,c92779_10k.htm,,2019,2019plus
773840,HONEYWELL INTERNATIONAL INC,industrials,extension,0000930413-19-000366,10-K,2019-02-08,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,c92779_10k.htm,,2019,2019plus
315189,DEERE & CO,industrials,extension,0001047469-15-009300,10-K,2015-12-18,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a2226814z10-k.htm,,2015,pre2019
315189,DEERE & CO,industrials,extension,0001047469-15-009300,10-K,2015-12-18,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,a2226814z10-k.htm,,2015,pre2019
86312,"TRAVELERS COMPANIES, INC.",financials,core,0001047469-16-010107,10-K,2016-02-11,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a2227255z10-k.htm,,2016,pre2019
315189,DEERE & CO,industrials,extension,0001047469-16-017244,10-K,2016-12-19,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a2230400z10-k.htm,,2016,pre2019
315189,DEERE & CO,industrials,extension,0001047469-16-017244,10-K,2016-12-19,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,a2230400z10-k.htm,,2016,pre2019
86312,"TRAVELERS COMPANIES, INC.",financials,core,0001047469-17-000695,10-K,2017-02-16,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a2230860z10-k.htm,,2017,pre2019
86312,"TRAVELERS COMPANIES, INC.",financials,core,0001047469-18-000812,10-K,2018-02-15,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a2234469z10-k.htm,,2018,pre2019
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-16-000061,10-K,2016-02-26,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2015.htm,,2016,pre2019
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-16-000061,10-K,2016-02-26,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2015.htm,,2016,pre2019
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-17-000008,10-K,2017-02-23,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2016.htm,,2017,pre2019
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-17-000008,10-K,2017-02-23,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2016.htm,,2017,pre2019
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-18-000011,10-K,2018-02-22,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2017.htm,,2018,pre2019
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-18-000011,10-K,2018-02-22,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2017.htm,,2018,pre2019
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-19-000008,10-K,2019-02-21,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2018.htm,,2019,2019plus
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-19-000008,10-K,2019-02-21,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2018.htm,,2019,2019plus
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-20-000032,10-K,2020-02-20,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2019.htm,,2020,2019plus
1136893,"Fidelity National Information Services, Inc.",financials,core,0001136893-20-000032,10-K,2020-02-20,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,a10-k2019.htm,,2020,2019plus
1618921,"Walgreens Boots Alliance, Inc.",consumer,core,0001140361-16-083198,10-K,2016-10-20,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,form10k.htm,,2016,pre2019
1489393,LyondellBasell Industries N.V.,materials_realestate,extension,0001193125-16-465311,10-K,2016-02-16,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d131519d10k.htm,,2016,pre2019
1489393,LyondellBasell Industries N.V.,materials_realestate,extension,0001193125-17-047661,10-K,2017-02-17,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d341907d10k.htm,,2017,pre2019
1163165,CONOCOPHILLIPS,energy,core,0001193125-17-050077,10-K,2017-02-21,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d264316d10k.htm,,2017,pre2019
1137789,Seagate Technology Holdings plc,tech,core,0001193125-17-248796,10-K,2017-08-04,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d410656d10k.htm,,2017,pre2019
1163165,CONOCOPHILLIPS,energy,core,0001193125-18-049729,10-K,2018-02-20,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d534096d10k.htm,,2018,pre2019
1489393,LyondellBasell Industries N.V.,materials_realestate,extension,0001193125-18-054181,10-K,2018-02-22,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d533271d10k.htm,,2018,pre2019
895421,MORGAN STANLEY,financials,core,0001193125-18-060831,10-K,2018-02-27,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d500533d10k.htm,,2018,pre2019
895421,MORGAN STANLEY,financials,core,0001193125-18-060831,10-K,2018-02-27,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,d500533d10k.htm,,2018,pre2019
1163165,CONOCOPHILLIPS,energy,core,0001193125-19-043841,10-K,2019-02-19,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d636257d10k.htm,,2019,2019plus
732717,AT&T INC.,utilities,extension,0001193125-19-045608,10-K,2019-02-20,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d705958d10k.htm,,2019,2019plus
895421,MORGAN STANLEY,financials,core,0001193125-19-051943,10-K,2019-02-26,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,d707577d10k.htm,,2019,2019plus
895421,MORGAN STANLEY,financials,core,0001193125-19-051943,10-K,2019-02-26,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,d707577d10k.htm,,2019,2019plus
1358071,CONCHO RESOURCES INC,energy,core,0001358071-18-000008,10-K,2018-02-21,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,cxo201710K.htm,,2018,pre2019
1358071,CONCHO RESOURCES INC,energy,core,0001358071-18-000008,10-K,2018-02-21,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,cxo201710K.htm,,2018,pre2019
1358071,CONCHO RESOURCES INC,energy,core,0001358071-19-000003,10-K,2019-02-20,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,cxo201810K.htm,,2019,2019plus
1358071,CONCHO RESOURCES INC,energy,core,0001358071-19-000003,10-K,2019-02-20,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,cxo201810K.htm,,2019,2019plus
1413329,Philip Morris International Inc.,consumer,core,0001413329-16-000076,10-K,2016-02-17,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,pm123115form10kwrapinclfsm.htm,,2016,pre2019
1413329,Philip Morris International Inc.,consumer,core,0001413329-16-000076,10-K,2016-02-17,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,pm123115form10kwrapinclfsm.htm,,2016,pre2019
1413329,Philip Morris International Inc.,consumer,core,0001413329-17-000014,10-K,2017-02-14,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,pm123116form10kwrapinclfsm.htm,,2017,pre2019
1413329,Philip Morris International Inc.,consumer,core,0001413329-17-000014,10-K,2017-02-14,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,pm123116form10kwrapinclfsm.htm,,2017,pre2019
1413329,Philip Morris International Inc.,consumer,core,0001413329-18-000007,10-K,2018-02-13,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,pm123117form10kwrapinclfsm.htm,,2018,pre2019
1413329,Philip Morris International Inc.,consumer,core,0001413329-18-000007,10-K,2018-02-13,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,pm123117form10kwrapinclfsm.htm,,2018,pre2019
1413329,Philip Morris International Inc.,consumer,core,0001413329-19-000007,10-K,2019-02-07,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,pm123118form10kwrapinclfsm.htm,,2019,2019plus
1413329,Philip Morris International Inc.,consumer,core,0001413329-19-000007,10-K,2019-02-07,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,pm123118form10kwrapinclfsm.htm,,2019,2019plus
1413329,Philip Morris International Inc.,consumer,core,0001413329-20-000007,10-K,2020-02-07,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,pm123119form10kwrapinc.htm,,2020,2019plus
1413329,Philip Morris International Inc.,consumer,core,0001413329-20-000007,10-K,2020-02-07,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,pm123119form10kwrapinc.htm,,2020,2019plus
24741,CORNING INC /NY,materials_realestate,extension,0001437749-22-003247,10-K,2022-02-14,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,glw20211231_10k.htm,,2022,2019plus
24741,CORNING INC /NY,materials_realestate,extension,0001437749-22-003247,10-K,2022-02-14,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,glw20211231_10k.htm,,2022,2019plus
24741,CORNING INC /NY,materials_realestate,extension,0001437749-23-003123,10-K,2023-02-13,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,glw20221231_10k.htm,,2023,2019plus
24741,CORNING INC /NY,materials_realestate,extension,0001437749-23-003123,10-K,2023-02-13,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,glw20221231_10k.htm,,2023,2019plus
24741,CORNING INC /NY,materials_realestate,extension,0001437749-24-003735,10-K,2024-02-12,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,glw20231231_10k.htm,,2024,2019plus
24741,CORNING INC /NY,materials_realestate,extension,0001437749-24-003735,10-K,2024-02-12,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,glw20231231_10k.htm,,2024,2019plus
1483096,WILLIAMS PARTNERS L.P.,energy,core,0001483096-16-000021,10-K,2016-02-26,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,wpz_20151231x10k.htm,,2016,pre2019
1555280,Zoetis Inc.,healthcare,core,0001555280-16-000344,10-K,2016-02-24,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,zoetis-20151231x10kye.htm,,2016,pre2019
1555280,Zoetis Inc.,healthcare,core,0001555280-16-000344,10-K,2016-02-24,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,zoetis-20151231x10kye.htm,,2016,pre2019
1555280,Zoetis Inc.,healthcare,core,0001555280-17-000044,10-K,2017-02-16,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,zoetis-20161231x10kye.htm,,2017,pre2019
1555280,Zoetis Inc.,healthcare,core,0001555280-17-000044,10-K,2017-02-16,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,zoetis-20161231x10kye.htm,,2017,pre2019
24741,CORNING INC /NY,materials_realestate,extension,0001562762-21-000023,10-K,2021-02-12,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,glw-20201231x10k.htm,,2021,2019plus
24741,CORNING INC /NY,materials_realestate,extension,0001562762-21-000023,10-K,2021-02-12,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,glw-20201231x10k.htm,,2021,2019plus
97476,TEXAS INSTRUMENTS INC,tech,core,0001564590-18-002832,10-K,2018-02-22,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,txn-10k_20171231.htm,,2018,pre2019
97476,TEXAS INSTRUMENTS INC,tech,core,0001564590-19-003839,10-K,2019-02-22,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,txn-10k_20181231.htm,,2019,2019plus
106535,WEYERHAEUSER CO,materials_realestate,extension,0001564590-20-004822,10-K,2020-02-14,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,wy-10k_20191231.htm,,2020,2019plus
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-16-000020,10-K,2016-02-04,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice2015123110k.htm,,2016,pre2019
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-17-000003,10-K,2017-02-07,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice2016123110k.htm,,2017,pre2019
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-18-000003,10-K,2018-02-07,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice2017123110k.htm,,2018,pre2019
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-19-000003,10-K,2019-02-07,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice2018123110k.htm,,2019,2019plus
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-20-000003,10-K,2020-02-06,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice2019123110k.htm,,2020,2019plus
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-21-000003,10-K,2021-02-04,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice-20201231.htm,,2021,2019plus
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-22-000006,10-K,2022-02-03,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice-20211231.htm,,2022,2019plus
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-23-000006,10-K,2023-02-02,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice-20221231.htm,,2023,2019plus
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-24-000007,10-K,2024-02-08,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice-20231231.htm,,2024,2019plus
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-25-000003,10-K,2025-02-06,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice-20241231.htm,,2025,2019plus
1571949,"Intercontinental Exchange, Inc.",financials,core,0001571949-26-000004,10-K,2026-02-05,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,ice-20251231.htm,,2026,2019plus
24741,CORNING INC /NY,materials_realestate,extension,0001628280-25-005347,10-K,2025-02-13,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,glw-20241231.htm,,2025,2019plus
24741,CORNING INC /NY,materials_realestate,extension,0001628280-25-005347,10-K,2025-02-13,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,glw-20241231.htm,,2025,2019plus
1652044,Alphabet Inc.,tech,core,0001652044-18-000007,10-K,2018-02-06,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,goog10-kq42017.htm,,2018,pre2019
6769,APACHE CORP,energy,core,0001673379-17-000004,10-K,2017-02-24,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,apa10-k2016.htm,,2017,pre2019
6769,APACHE CORP,energy,core,0001673379-17-000004,10-K,2017-02-24,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,apa10-k2016.htm,,2017,pre2019
6769,APACHE CORP,energy,core,0001673379-18-000008,10-K,2018-02-23,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,apa10-k2017.htm,,2018,pre2019
6769,APACHE CORP,energy,core,0001673379-18-000008,10-K,2018-02-23,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,apa10-k2017.htm,,2018,pre2019
6769,APACHE CORP,energy,core,0001733037-19-000004,10-K,2019-03-01,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,apa10-k2018.htm,,2019,2019plus
6769,APACHE CORP,energy,core,0001733037-19-000004,10-K,2019-03-01,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,apa10-k2018.htm,,2019,2019plus
6769,APACHE CORP,energy,core,0001733037-20-000004,10-K,2020-02-28,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,apa10-k2019.htm,,2020,2019plus
6769,APACHE CORP,energy,core,0001733037-20-000004,10-K,2020-02-28,RISK_FACTORS,FAIL,item_absent_from_toc,none,low,0,0.0,apa10-k2019.htm,,2020,2019plus
6769,APACHE CORP,energy,core,0001784031-22-000010,10-K,2022-02-22,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,apa-20211231.htm,,2022,2019plus
6769,APACHE CORP,energy,core,0001784031-23-000008,10-K,2023-02-23,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,apa-20221231.htm,,2023,2019plus
6769,APACHE CORP,energy,core,0001784031-24-000004,10-K,2024-02-22,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,apa-20231231.htm,,2024,2019plus
4281,Howmet Aerospace Inc.,materials_realestate,extension,0000004281-18-000060,10-Q,2018-05-01,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,form10q_1q18.htm,,2018,pre2019
4281,Howmet Aerospace Inc.,materials_realestate,extension,0000004281-18-000109,10-Q,2018-08-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,form10q_2q18.htm,,2018,pre2019
4281,Howmet Aerospace Inc.,materials_realestate,extension,0000004281-18-000127,10-Q,2018-11-01,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,form10q_3q18.htm,,2018,pre2019
4281,Howmet Aerospace Inc.,materials_realestate,extension,0000004281-19-000059,10-Q,2019-05-01,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,form10q_1q19.htm,,2019,2019plus
4281,Howmet Aerospace Inc.,materials_realestate,extension,0000004281-19-000096,10-Q,2019-08-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,form10q2q19.htm,,2019,2019plus
4281,Howmet Aerospace Inc.,materials_realestate,extension,0000004281-19-000121,10-Q,2019-11-05,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,form10q3q19.htm,,2019,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-15-000031,10-Q,2015-07-23,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20152q10q.htm,,2015,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-15-000048,10-Q,2015-10-22,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20153q10q.htm,,2015,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-16-000071,10-Q,2016-04-28,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep10q20161q.htm,,2016,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-16-000086,10-Q,2016-07-28,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20162q10q.htm,,2016,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-16-000102,10-Q,2016-11-02,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20163q10q.htm,,2016,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-17-000030,10-Q,2017-04-28,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep10q20171q.htm,,2017,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-17-000045,10-Q,2017-07-27,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20172q10q.htm,,2017,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-17-000060,10-Q,2017-10-27,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20173q10q.htm,,2017,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-18-000019,10-Q,2018-04-26,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep10q20181q.htm,,2018,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-18-000039,10-Q,2018-07-26,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20182q10q.htm,,2018,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-18-000055,10-Q,2018-10-25,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20183q10q.htm,,2018,pre2019
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-19-000020,10-Q,2019-04-26,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep10q20191q.htm,,2019,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-19-000040,10-Q,2019-07-25,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20192q10q.htm,,2019,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-19-000050,10-Q,2019-10-24,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20193q10q.htm,,2019,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-20-000046,10-Q,2020-05-06,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep20201q10q.htm,,2020,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-20-000062,10-Q,2020-08-06,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20200630.htm,,2020,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-20-000084,10-Q,2020-10-22,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20200930.htm,,2020,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-21-000033,10-Q,2021-04-22,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20210331.htm,,2021,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-21-000052,10-Q,2021-07-22,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20210630.htm,,2021,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-21-000069,10-Q,2021-10-28,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20210930.htm,,2021,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-22-000053,10-Q,2022-04-28,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20220331.htm,,2022,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-22-000074,10-Q,2022-07-27,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20220630.htm,,2022,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-22-000093,10-Q,2022-10-27,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20220930.htm,,2022,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-23-000072,10-Q,2023-05-04,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20230331.htm,,2023,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-23-000104,10-Q,2023-07-27,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20230630.htm,,2023,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-23-000121,10-Q,2023-11-02,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20230930.htm,,2023,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-24-000046,10-Q,2024-04-30,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20240331.htm,,2024,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-24-000081,10-Q,2024-07-30,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20240630.htm,,2024,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-24-000100,10-Q,2024-11-06,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20240930.htm,,2024,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-25-000061,10-Q,2025-05-06,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20250331.htm,,2025,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-25-000141,10-Q,2025-07-30,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20250630.htm,,2025,2019plus
